name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Gurugram, Haryana, India",2023-01-01,19.2,9,13.4,19.2,8.5,13.3,9.6,79.7,0,0,0,,0,0,16.2,9.4,267.9,1020.7,25.8,1.8,165,14.2,6,10,2023-01-01T07:14:13,2023-01-01T17:36:05,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-02,17,9,12.3,17,8.5,12.3,10.3,88.1,0,0,0,,0,0,16.6,9.4,148.5,1021.5,20.9,0.9,160.5,13.9,6,10,2023-01-02T07:14:28,2023-01-02T17:36:47,0.34,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-03,14.7,9,11.2,14.7,8.5,11.1,8.7,85.4,0,0,0,,0,0,17.6,9.4,288.6,1022.3,24.2,0.8,160.4,13.9,6,10,2023-01-03T07:14:42,2023-01-03T17:37:29,0.37,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-04,13.8,7,9.7,13.8,4.8,9,8,90.1,0,0,0,,0,0,20.9,11.2,286.4,1022.6,12.9,1,171.5,14.8,7,10,2023-01-04T07:14:54,2023-01-04T17:38:12,0.41,Clear,Clear conditions throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-05,13,5.8,8.8,13,4.4,8.5,7.4,91.1,0,0,0,,0,0,18,7.6,274.2,1023.8,35,3.6,135.6,11.7,6,10,2023-01-05T07:15:05,2023-01-05T17:38:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-01-06,14,7,9,14,6.2,8.9,6.9,88,0,0,0,,0,0,15.8,11.2,273.2,1024.3,28.5,0.7,131.5,11.5,6,10,2023-01-06T07:15:14,2023-01-06T17:39:41,0.48,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-07,14,4.8,8.1,14,2.4,7.5,6.4,89.7,0,0,0,,0,0,22,11.2,264.9,1022.1,39.1,0.8,150,12.9,7,10,2023-01-07T07:15:22,2023-01-07T17:40:26,0.5,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-08,15,4,9,15,2.8,8.4,7.5,91.1,0,0,0,,0,0,23.8,9.4,261.2,1019.7,42.1,2.6,171.9,14.8,7,10,2023-01-08T07:15:28,2023-01-08T17:41:12,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-01-09,16.4,7,11,16.4,6.8,11,9.7,92.2,0,0,0,,0,0,18.7,7.6,307.1,1020.3,59.1,0.4,151.8,13,6,10,2023-01-09T07:15:32,2023-01-09T17:41:58,0.58,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurugram, Haryana, India",2023-01-10,17,7,11.1,17,5.6,10.8,9.1,88.5,0,0,0,,0,0,23.8,11.2,272.4,1019.3,50.1,0.5,172.4,14.8,7,10,2023-01-10T07:15:35,2023-01-10T17:42:45,0.61,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-11,19.9,8,12,19.9,7.4,11.8,9.7,87.6,0,0,0,,0,0,21.2,18.4,87.8,1014.8,59.6,0.6,142.1,12.2,6,10,2023-01-11T07:15:36,2023-01-11T17:43:33,0.64,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-12,21,10,14.5,21,10,14.5,11.9,86.6,25.177,100,4.17,rain,0,0,32.4,14.8,99,1012.2,50.3,1,122.8,10.7,5,10,2023-01-12T07:15:36,2023-01-12T17:44:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-13,20.4,12,15,20.4,12,15,13.4,90.9,0,0,0,,0,0,25.2,13.6,101.4,1013.4,52.8,0.8,117,10.1,5,10,2023-01-13T07:15:34,2023-01-13T17:45:09,0.71,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-14,17.1,10,12.8,17.1,10,12.8,9.5,82,0,0,0,,0,0,32.4,18.4,275.7,1016.7,31.6,1.2,178.6,15.4,7,10,2023-01-14T07:15:31,2023-01-14T17:45:58,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-15,16,5,10.5,16,3.3,9.8,1.3,58.5,0,0,0,,0,0,32,19,269.9,1015.7,3.9,2.4,183,15.8,7,10,2023-01-15T07:15:26,2023-01-15T17:46:47,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-16,17,5,10.8,17,3.3,10.6,2.3,59.1,0,0,0,,0,0,24.5,13,290,1016.8,0,1.6,185.7,16.1,7,10,2023-01-16T07:15:19,2023-01-16T17:47:36,0.81,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-17,18,4.4,10.7,18,2.4,10.3,1.1,58,0,0,0,,0,0,26.6,14.8,288.8,1017.6,0,4.7,187.2,16.2,7,10,2023-01-17T07:15:10,2023-01-17T17:48:26,0.85,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-01-18,18,6,11.1,18,6,11.1,2,58,0,0,0,,0,0,22.7,11.2,287.8,1019.4,5.3,1.9,185.4,15.9,7,10,2023-01-18T07:15:00,2023-01-18T17:49:16,0.88,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-19,20.2,8.7,14.3,20.2,8.7,14.3,3.8,52.5,0,0,0,,0,0,20.9,7.6,273.5,1019.2,51,1.6,161.3,14,7,10,2023-01-19T07:14:49,2023-01-19T17:50:05,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-20,22.1,11,16.2,22.1,11,16.2,8,60.8,0,0,0,,0,0,24.1,13,351.8,1017.4,52.6,2.4,170.3,14.7,7,10,2023-01-20T07:14:36,2023-01-20T17:50:55,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-21,21,10,15.1,21,10,15.1,11.4,80.5,0,0,0,,0,0,16.6,7.6,270.8,1016.9,5.9,1.5,182.8,15.9,7,10,2023-01-21T07:14:21,2023-01-21T17:51:46,0.98,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-22,22.6,10,15.6,22.6,10,15.6,9.4,71.6,0,0,0,,0,0,20.9,9.4,65.9,1016.1,18.3,1.2,152.6,13.1,6,10,2023-01-22T07:14:05,2023-01-22T17:52:36,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-23,24.3,10,16.8,24.3,10,16.8,8.7,66.3,0,0,0,,0,0,19.1,11.2,66.5,1015.4,20.1,1.5,181,15.7,7,10,2023-01-23T07:13:47,2023-01-23T17:53:26,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-24,20.3,15,17.2,20.3,15,17.2,13.7,80.3,0,0,0,rain,0,0,33.8,16.6,105.5,1014.2,69.3,1.5,91.5,8,4,10,2023-01-24T07:13:27,2023-01-24T17:54:16,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-25,18.5,13,15.5,18.5,13,15.5,14.2,92,0,0,0,,0,0,25.9,11.2,264.1,1016,61.8,1.2,139,12,6,10,2023-01-25T07:13:07,2023-01-25T17:55:06,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-26,16,11.8,14.1,16,11.8,14.1,13.1,94.1,0,0,0,,0,0,28.8,14.8,274.1,1018.6,54.9,1,176.1,15.1,7,10,2023-01-26T07:12:44,2023-01-26T17:55:56,0.15,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-27,19.2,7,12.9,19.2,5.6,12.5,5.7,64.9,0,0,0,,0,0,33.8,16.6,269.9,1018.4,8.2,1.4,196.4,16.9,7,10,2023-01-27T07:12:20,2023-01-27T17:56:47,0.18,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-28,21.8,5,13.6,21.8,2.1,13,6.7,67.6,0,0,0,,0,0,24.1,13,266.6,1015.3,0.2,1.6,199,17.2,7,10,2023-01-28T07:11:55,2023-01-28T17:57:36,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-29,17,10,13.1,17,10,13.1,11.6,91,8.983,100,8.33,rain,0,0,36,14.8,113.1,1014.9,74.2,1.3,81.4,6.9,4,10,2023-01-29T07:11:28,2023-01-29T17:58:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-30,18.2,12,14.5,18.2,12,14.5,13.3,92.7,15.491,100,12.5,rain,0,0,46.4,27.7,86.7,1018.3,75.9,1.8,102.8,8.8,5,10,2023-01-30T07:10:59,2023-01-30T17:59:16,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-01-31,18.4,12,14.7,18.4,12,14.7,13.6,93.3,0,0,0,,0,0,37.1,16.6,276.6,1019,59.5,0.9,193.9,16.9,7,10,2023-01-31T07:10:29,2023-01-31T18:00:05,0.32,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-01,20,10,14.1,20,10,14.1,10.8,82.1,0,0,0,,0,0,32.8,18.4,273.3,1017.9,41.1,1.5,201.1,17.4,7,10,2023-02-01T07:09:58,2023-02-01T18:00:54,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-02,23.1,9,15.6,23.1,7.9,15.6,8.8,68.1,0,0,0,,0,0,32.4,18.4,267.7,1016.7,0,2.3,203.2,17.6,7,10,2023-02-02T07:09:25,2023-02-02T18:01:43,0.38,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurugram, Haryana, India",2023-02-03,23,9,16.1,23,8.5,16,9.5,68.7,0,0,0,,0,0,28.1,14.8,271.1,1016.6,2.3,2.6,202.4,17.5,7,10,2023-02-03T07:08:51,2023-02-03T18:02:32,0.42,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-04,24,12,17.2,24,12,17.2,10,65.4,0,0,0,,0,0,35.3,18.4,269.5,1014.1,0,2.3,201.9,17.4,7,10,2023-02-04T07:08:15,2023-02-04T18:03:20,0.45,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-05,25,12,17.6,25,12,17.6,10.1,66.2,0,0,0,,0,0,27.4,14.8,264.6,1012.9,0,2.4,206.2,17.9,8,10,2023-02-05T07:07:39,2023-02-05T18:04:08,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-06,27.2,12.7,19.8,26.8,12.7,19.8,11.9,64.4,0,0,0,,0,0,24.1,10.7,139.2,1011.9,13.8,2.8,193.4,16.6,7,10,2023-02-06T07:07:00,2023-02-06T18:04:56,0.52,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-07,24.3,13,18.3,24.3,13,18.3,11.7,69.5,0,0,0,,0,0,33.5,19.6,280,1011.9,1.3,2.3,204.7,17.9,7,10,2023-02-07T07:06:21,2023-02-07T18:05:43,0.55,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurugram, Haryana, India",2023-02-08,24,11,17.1,24,11,17.1,8,58.3,0,0,0,,0,0,30.2,16.6,273.5,1014.3,10.7,2.8,209.2,18,8,10,2023-02-08T07:05:40,2023-02-08T18:06:30,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-09,28,12,19.5,26.9,12,19.3,9.6,59,0,0,0,,0,0,24.8,11.9,182.3,1012.6,4.3,2.7,207.4,17.9,8,10,2023-02-09T07:04:58,2023-02-09T18:07:17,0.62,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-10,28.2,14,21.1,27.3,14,21,11.7,59.4,0,0,0,,0,0,23,10.6,121.7,1011.4,5.2,3.1,206.1,18,7,10,2023-02-10T07:04:15,2023-02-10T18:08:03,0.65,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-11,26.2,16,20.2,26.2,16,20.2,15,74.5,0,0,0,,0,0,32.4,16.6,278.7,1013.8,5.5,1.9,211.4,18.2,8,10,2023-02-11T07:03:31,2023-02-11T18:08:49,0.69,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-12,22.3,12,17.2,22.3,12,17.2,5.1,48.5,0,0,0,,0,0,40.7,26.9,284.3,1018.1,0,2.7,219.3,18.9,8,10,2023-02-12T07:02:45,2023-02-12T18:09:35,0.72,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-13,22,9,15.3,22,6.5,15,1.2,41.6,0,0,0,,0,0,47.9,33.5,277,1016.2,0,3.5,222.3,19.2,8,10,2023-02-13T07:01:58,2023-02-13T18:10:20,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-14,24.3,10.9,17,24.3,10.9,17,2.9,42,0,0,0,,0,0,35.3,18.4,270,1016.1,3.8,3.5,216.7,18.8,8,10,2023-02-14T07:01:10,2023-02-14T18:11:05,0.79,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-15,27,11,18.4,26.2,11,18.4,7.5,52,0,0,0,,0,0,40,16.6,266.2,1013.5,0,3,218.9,18.9,8,10,2023-02-15T07:00:21,2023-02-15T18:11:49,0.83,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-16,27,13.7,20,27,13.7,20,13.2,66.9,0,0,0,,0,0,21.6,7.6,282.5,1015,10.9,2.1,219,18.9,8,10,2023-02-16T06:59:31,2023-02-16T18:12:33,0.86,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-17,28,16,21.3,27.5,16,21.3,15.2,71.6,0,0,0,,0,0,19.4,9.4,175.5,1016.1,48.9,1.5,220.4,18.9,8,10,2023-02-17T06:58:40,2023-02-17T18:13:17,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-18,28.2,15,21,27.7,15,20.9,14.4,70.6,0,0,0,,0,0,20.5,11.2,276.1,1015.6,27.5,1.6,224.6,19.3,8,10,2023-02-18T06:57:48,2023-02-18T18:14:00,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-19,29.6,15,21.9,28.8,15,21.8,14.5,67.7,0,0,0,,0,0,16.6,8,202.3,1014.4,27.5,2.1,223,19.3,8,10,2023-02-19T06:56:55,2023-02-19T18:14:43,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-20,32,17,23.7,30.1,17,23.2,13.6,61,0,0,0,,0,0,22,13,117.3,1011.3,34.6,2.7,222.5,19.2,8,10,2023-02-20T06:56:01,2023-02-20T18:15:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-21,29.3,17,22.8,29.5,17,22.9,15.8,66.7,0,0,0,,0,0,27,13,248.3,1010.8,10.2,2.8,228.2,19.9,8,10,2023-02-21T06:55:06,2023-02-21T18:16:07,0.03,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-22,27,16,21,27.9,16,21,16.5,78.3,0,0,0,,0,0,25.9,9.4,279.6,1013,35,3.2,217,18.9,7,10,2023-02-22T06:54:10,2023-02-22T18:16:49,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-02-23,28.2,15,20.9,27.1,15,20.8,11.5,60.8,0,0,0,,0,0,35.3,16.6,268.8,1013.2,4.1,2.5,235.6,20.3,8,10,2023-02-23T06:53:13,2023-02-23T18:17:30,0.1,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-24,28.6,14,20.9,27.4,14,20.7,10.7,57,0,0,0,,0,0,25.9,13,268.3,1014.9,32.4,2.9,221.1,19.1,8,10,2023-02-24T06:52:16,2023-02-24T18:18:11,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-25,29.2,15,22,28.1,15,21.7,12.5,59.3,0,0,0,,0,0,17.6,9.7,279.1,1016.7,0.2,2.9,235.3,20.4,8,10,2023-02-25T06:51:17,2023-02-25T18:18:51,0.16,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-26,30.4,17,23.5,29.1,17,23.2,12.7,55.1,0,0,0,,0,0,19.8,9.4,236.6,1018.1,13.1,2.8,213.4,18.4,8,10,2023-02-26T06:50:18,2023-02-26T18:19:31,0.2,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-27,30.8,17.7,23.5,29.2,17.7,23.2,13.1,56,0,0,0,,0,0,22.7,11.2,285.6,1017.7,12.6,2.8,214.2,18.5,8,10,2023-02-27T06:49:18,2023-02-27T18:20:11,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-02-28,30,17.6,23,28.6,17.6,22.7,11.6,53.4,0,0,0,,0,0,37.1,18.4,341,1017.9,22,2.6,216,18.7,8,10,2023-02-28T06:48:17,2023-02-28T18:20:50,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-01,29,19,23.4,27.8,19,23.2,10.6,45.8,0.298,100,8.33,rain,0,0,37.1,14.8,10,1019.1,56.1,3.8,234.4,20.4,8,10,2023-03-01T06:47:16,2023-03-01T18:21:29,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-03-02,30.2,18,23.7,29.1,18,23.5,13.3,55.3,0,0,0,,0,0,25.2,13,290.1,1019.3,10.8,2.6,238.1,20.6,8,10,2023-03-02T06:46:14,2023-03-02T18:22:07,0.33,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-03,31,17,23.6,29.3,17,23.3,13.8,58.8,0,0,0,,0,0,32.4,13.2,291.6,1019.6,8.7,2.7,230.8,19.9,8,10,2023-03-03T06:45:11,2023-03-03T18:22:45,0.36,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-04,26,19,22.4,26,19,22.4,12.8,56,0,0,0,,0,0,35.6,16.6,270.3,1020,47.8,2.6,221.4,19.1,7,10,2023-03-04T06:44:08,2023-03-04T18:23:23,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-05,30,18,23.5,28.8,18,23.3,12.9,53.6,0,0,0,,0,0,32.8,17.2,280.6,1018.8,22.6,3.4,240.5,20.6,8,10,2023-03-05T06:43:04,2023-03-05T18:24:01,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-06,29.1,17,23.2,28.2,17,22.9,12.7,56.1,0,0,0,,0,0,32.8,18.4,281.6,1016.4,7.6,2.9,245.8,21.3,9,10,2023-03-06T06:42:00,2023-03-06T18:24:38,0.46,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-07,30,17.8,23.6,28.4,17.8,23.2,10.8,49,0,0,0,,0,0,24.1,13.2,288.9,1016,25.6,3.3,243.8,21.1,8,10,2023-03-07T06:40:55,2023-03-07T18:25:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-08,29,17.8,23.5,28,17.8,23.3,11.8,49.7,0,0,0,,0,0,23.4,14.5,307.3,1017.2,42.9,2.8,234,20.3,8,10,2023-03-08T06:39:49,2023-03-08T18:25:51,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-09,29.4,19.9,24.2,28.4,19.9,24,12.1,48.4,0,0,0,,0,0,21.2,13,251.2,1017.1,47.1,3.4,240.2,20.6,8,10,2023-03-09T06:38:43,2023-03-09T18:26:27,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-10,29.3,18,23.7,28.5,18,23.6,14.5,59.5,0,0,0,,0,0,29.5,14.8,275.8,1016.1,10.4,2.9,253.9,21.8,9,10,2023-03-10T06:37:37,2023-03-10T18:27:03,0.6,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-11,31.5,18,24.5,29.6,18,24,12.1,52.8,0,0,0,,0,0,22.3,13,281.2,1015.7,0.8,3.2,254.2,21.9,9,10,2023-03-11T06:36:30,2023-03-11T18:27:39,0.63,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-12,33,18,25.6,31.4,18,25,11.1,43.8,0,0,0,,0,0,23.4,11.2,290,1015,9.6,2.9,254.6,22,9,10,2023-03-12T06:35:23,2023-03-12T18:28:14,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-13,33,20,26,31,20,25.5,13,47.8,0,0,0,,0,0,29.9,13,300,1013.7,37.5,3.1,202.9,17.6,8,10,2023-03-13T06:34:16,2023-03-13T18:28:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-14,32.2,20,25.9,30.7,20,25.5,14.6,53.6,0,0,0,,0,0,31,14.8,270.5,1010.9,16.3,3.1,253.7,21.9,9,10,2023-03-14T06:33:08,2023-03-14T18:29:25,0.74,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-15,33.4,19.9,26.4,31.7,19.9,25.8,13.2,48.7,0,0,0,,0,0,23.4,7.8,287.1,1009.8,31.1,3.2,247.6,21.4,9,10,2023-03-15T06:32:00,2023-03-15T18:29:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-16,32.6,22,26.6,30.7,22,26,11.6,42.2,0,0,0,,0,0,29.9,14.8,124.8,1010.6,77.8,2.8,198.4,17.3,8,10,2023-03-16T06:30:52,2023-03-16T18:30:34,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-17,29,20.4,24.3,27.8,20.4,24.2,12,47.1,0,0,0,,0,0,29.5,11.8,115.4,1012.2,73.5,3,204.5,17.6,7,10,2023-03-17T06:29:43,2023-03-17T18:31:08,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-18,25,18,20.6,25,18,20.6,16.8,80.5,5.492,100,20.83,rain,0,0,28.8,26.4,74.9,1011.6,90.4,2.4,206.8,17.7,8,10,2023-03-18T06:28:34,2023-03-18T18:31:42,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurugram, Haryana, India",2023-03-19,26,17,20.6,26,17,20.6,17.7,84.5,22.625,100,8.33,rain,0,0,20.9,28,99.4,1009.5,75.5,2.3,228.4,19.6,8,10,2023-03-19T06:27:25,2023-03-19T18:32:16,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-03-20,24,16,20,24,16,20,16.3,81.1,14.474,100,8.33,rain,0,0,44.6,25.9,100.2,1008.3,89.8,2.6,119.9,10.2,6,10,2023-03-20T06:26:16,2023-03-20T18:32:50,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42181099999"
