name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Gurugram, Haryana, India",2023-10-23,30,20,24.5,29.1,20,24.3,15.6,60.8,0,0,0,,0,0,25.2,11.9,288.2,1015.3,1.2,5.3,211,18.1,8,10,2023-10-23T06:27:01,2023-10-23T17:44:52,0.3,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-10-24,30,20,24.8,29.2,20,24.5,14,53.9,0,0,0,,0,0,24.1,11.2,284.8,1014.5,0.5,3.1,206,17.8,8,10,2023-10-24T06:27:40,2023-10-24T17:43:56,0.34,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-10-25,30,19,24.4,29,19,24.3,14.4,55.6,0,0,0,,0,0,26.6,13,282.1,1015.3,0.7,2.5,205.2,17.7,8,10,2023-10-25T06:28:19,2023-10-25T17:43:02,0.37,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-10-26,31,19,24.4,29.3,19,24.1,13.1,52.2,0,0,0,,0,0,26.6,9.6,275.6,1015,0,2.7,298.8,25.6,8,10,2023-10-26T06:28:59,2023-10-26T17:42:08,0.41,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-10-27,30,18,23.9,28.8,18,23.6,12,50.1,0,0,0,,0,0,22.3,11.2,279.6,1014.2,3.8,2.6,213.4,18.3,8,10,2023-10-27T06:29:39,2023-10-27T17:41:16,0.44,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-10-28,31,18.9,24.5,29.4,18.9,24,12.1,49.2,0,0,0,,0,0,17.6,7.6,296.3,1014.4,38,2.6,186.5,16.1,7,10,2023-10-28T06:30:20,2023-10-28T17:40:24,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-10-29,31.3,19,24.5,30.1,19,24.1,13.2,53.2,0,0,0,,0,0,14.8,9.4,95.7,1014.4,15.3,4.2,202.5,17.3,7,10,2023-10-29T06:31:01,2023-10-29T17:39:34,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-10-30,32,20,25.5,31.3,20,25.3,15,55.3,0,0,0,,0,0,18.7,9.4,69.2,1015.1,5.1,2.2,194.7,16.9,7,10,2023-10-30T06:31:43,2023-10-30T17:38:45,0.55,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-10-31,31.1,20,25.1,31.2,20,25.2,17.3,65,0,0,0,,0,0,17.6,9.4,82.1,1016.5,12.8,2.1,189.4,16.4,7,10,2023-10-31T06:32:25,2023-10-31T17:37:56,0.58,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-01,30.8,18,24.6,30.5,18,24.5,16,62.2,0,0,0,,0,0,19.4,7.6,47.5,1017,9.8,2,193.4,16.8,7,10,2023-11-01T06:33:08,2023-11-01T17:37:10,0.61,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurugram, Haryana, India",2023-11-02,29.1,19,23.8,29.8,19,24,17.5,69.6,0,0,0,,0,0,22.3,7.6,343.4,1015.3,2,1.3,191.7,16.7,7,10,2023-11-02T06:33:51,2023-11-02T17:36:24,0.64,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurugram, Haryana, India",2023-11-03,29,19,23.1,28.9,19,23.1,16.9,70.3,0,0,0,,0,0,26.6,7.6,290.3,1012.9,2.3,1.3,186.6,16,7,10,2023-11-03T06:34:34,2023-11-03T17:35:39,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-04,28.1,19,23,29,19,23.2,17.7,74,0,0,0,,0,0,27.7,7.6,308.3,1013.3,12,1.3,185.2,16,7,10,2023-11-04T06:35:18,2023-11-04T17:34:56,0.71,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-05,31,18,23.6,30,18,23.5,16.2,68.5,0,0,0,,0,0,22,9.4,271.3,1014.9,6.6,1.3,194,16.9,7,10,2023-11-05T06:36:02,2023-11-05T17:34:14,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-06,30,16,22.9,28.8,16,22.7,14.3,62.8,0,0,0,,0,0,17.6,7.6,114.8,1016.4,0,1.4,195.3,16.9,7,10,2023-11-06T06:36:46,2023-11-06T17:33:34,0.77,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-07,30.1,17,23.5,29.5,17,23.3,14.7,61.4,0,0,0,,0,0,19.8,7.6,273.2,1015.5,0.1,1.5,191.1,16.4,7,10,2023-11-07T06:37:31,2023-11-07T17:32:54,0.8,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-08,30,18.8,23.7,29.2,18.8,23.7,15.7,63.5,0,0,0,,0,0,25.2,7.6,275.5,1014.5,3.1,1.3,183.9,15.7,7,10,2023-11-08T06:38:17,2023-11-08T17:32:16,0.84,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-09,30,18,23.8,29.5,18,23.7,15.8,63.3,0.1,100,4.17,rain,0,0,22.7,11.2,251.2,1014.4,16.1,3.3,175.9,15.1,7,10,2023-11-09T06:39:02,2023-11-09T17:31:40,0.87,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-11-10,22,18,20.4,22,18,20.4,17.3,82.5,6.509,100,20.83,rain,0,0,37.1,13,257.5,1016.8,88.4,1.8,133.6,11.4,5,10,2023-11-10T06:39:48,2023-11-10T17:31:05,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-11,25,16,19.8,25,16,19.8,14.9,75.3,0,0,0,,0,0,25.9,13,289.7,1018.4,16,2.1,183.7,15.9,7,10,2023-11-11T06:40:34,2023-11-11T17:30:31,0.93,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-12,26,14,19.9,26,14,19.9,14,71.7,0,0,0,,0,0,24.8,13,265.8,1018.7,0,2.5,187.8,16.2,7,10,2023-11-12T06:41:21,2023-11-12T17:29:59,0.96,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-13,26,15,19.9,26,15,19.9,14.1,72.8,0,0,0,,0,0,15.1,7.6,271.6,1018.6,17.6,1.4,184.4,16,7,10,2023-11-13T06:42:07,2023-11-13T17:29:28,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-14,25,15.7,19.7,25,15.7,19.7,13.2,67.8,0,0,0,,0,0,19.4,7.6,268.2,1018.1,58.2,3.4,160.6,13.7,6,10,2023-11-14T06:42:55,2023-11-14T17:28:58,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-11-15,26,14,19.3,26,14,19.3,12.8,68.5,0,0,0,,0,0,20.5,9.4,264.6,1017.8,24.9,1.5,186.6,16.1,7,10,2023-11-15T06:43:42,2023-11-15T17:28:31,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-16,25.6,14,19.2,25.6,14,19.2,14.2,75.2,0,0,0,,0,0,18.7,9.4,264.4,1018.6,0.5,1.2,182,15.7,7,10,2023-11-16T06:44:29,2023-11-16T17:28:04,0.1,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-17,27,14,20.3,27,14,20.3,14.1,71.2,0,0,0,,0,0,18.4,5.4,66,1018.4,12,1.6,172,14.9,7,10,2023-11-17T06:45:17,2023-11-17T17:27:39,0.14,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-18,27,15,20.8,26.8,15,20.8,13.7,66.4,0,0,0,,0,0,17.3,9.4,131.9,1016.6,22.5,1.4,167.1,14.5,7,10,2023-11-18T06:46:04,2023-11-18T17:27:16,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-19,26,15.8,20.2,26,15.8,20.2,13,65.6,0,0,0,,0,0,23,11.2,107.1,1017.4,11.2,1.8,162.3,14,6,10,2023-11-19T06:46:52,2023-11-19T17:26:54,0.21,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-20,25,15,19.5,25,15,19.5,13.6,71.3,0,0,0,,0,0,20.5,9.4,270.3,1017.7,0.1,3,176.7,15.4,7,10,2023-11-20T06:47:40,2023-11-20T17:26:34,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-11-21,25,14,19,25,14,19,12.7,68.6,0,0,0,,0,0,29.2,13,261.4,1016.8,0,1.7,177.5,15.4,7,10,2023-11-21T06:48:28,2023-11-21T17:26:16,0.28,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-22,25,13,17.9,25,13,17.9,10.9,66.1,0,0,0,,0,0,26.3,11.2,260.6,1014.9,0,1.4,179.1,15.4,7,10,2023-11-22T06:49:16,2023-11-22T17:25:59,0.32,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-23,26,12.2,18.7,26,12.2,18.7,11,65.2,0,0,0,,0,0,18.4,9.4,137.7,1014.4,0,2.5,177.5,15.4,7,10,2023-11-23T06:50:04,2023-11-23T17:25:44,0.35,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-11-24,26,13,18.7,26,13,18.7,11.8,67.3,0,0,0,,0,0,16.9,7.6,275.7,1016.5,1.3,1.3,175.3,15.3,7,10,2023-11-24T06:50:52,2023-11-24T17:25:30,0.39,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-25,25,14,18.4,25,14,18.4,11.7,67.1,0,0,0,,0,0,17.6,7.6,243.9,1017.8,19.8,1.5,155.7,13.5,6,10,2023-11-25T06:51:40,2023-11-25T17:25:18,0.42,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-26,25.5,14,19.7,25.5,14,19.7,12,63.8,0,0,0,,0,0,25.9,11.2,93.6,1018.3,60.7,1.5,146.5,12.5,6,10,2023-11-26T06:52:28,2023-11-26T17:25:07,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-27,23.1,16,18.6,23.1,16,18.6,13.2,72.7,3.271,100,8.33,rain,0,0,37.1,18.4,76.8,1015.9,88.4,1.3,74.2,6.3,3,10,2023-11-27T06:53:15,2023-11-27T17:24:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-28,20,16,17.9,20,16,17.9,15.3,85,0.349,100,4.17,rain,0,0,23.8,9.4,54.9,1015.7,68.9,1.8,87.5,7.5,4,10,2023-11-28T06:54:03,2023-11-28T17:24:51,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-29,24.1,14.9,18.7,24.1,14.9,18.7,14.7,79.5,0,0,0,,0,0,26.3,9.4,100.3,1015.8,30.3,1.3,147,12.5,6,10,2023-11-29T06:54:50,2023-11-29T17:24:46,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-11-30,24,15,19.3,24,15,19.3,15.7,81.1,0,0,0,rain,0,0,25.6,13,110.4,1016.7,45.5,1.1,133.8,11.5,6,10,2023-11-30T06:55:37,2023-11-30T17:24:42,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-01,23.6,16,19.6,23.6,16,19.6,16.2,81.1,0,0,0,,0,0,20.5,7.6,341.9,1017.3,40.9,2,139.9,12.1,6,10,2023-12-01T06:56:24,2023-12-01T17:24:40,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-12-02,23.1,14,18,23.1,14,18,14.6,82.1,0,0,0,,0,0,18,9.1,300.5,1017.9,2.6,1.1,146.2,12.6,6,10,2023-12-02T06:57:10,2023-12-02T17:24:39,0.66,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-03,24.6,13,18.6,24.6,13,18.6,12.9,72.6,0,0,0,,0,0,20.5,9.4,316.2,1018.1,36.1,1.4,156.7,13.5,6,10,2023-12-03T06:57:56,2023-12-03T17:24:40,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-04,24,16,19.5,24,16,19.5,13,68.3,0.075,100,4.17,rain,0,0,20.5,11.2,328.7,1017.2,48.7,3.5,135.3,11.5,6,10,2023-12-04T06:58:41,2023-12-04T17:24:43,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-12-05,24,14,18.1,24,14,18.1,10.9,65.7,0,0,0,,0,0,24.1,13,314.7,1016.4,12,1.9,166.4,14.3,6,10,2023-12-05T06:59:26,2023-12-05T17:24:47,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-06,24,12,17,24,12,17,10.8,69.2,0,0,0,,0,0,18.7,7.6,253,1017,0,1.9,168.4,14.7,6,10,2023-12-06T07:00:10,2023-12-06T17:24:53,0.78,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-07,22,12,16.8,22,12,16.8,11.7,72.9,0,0,0,,0,0,19.8,7.6,259.8,1016.4,0.2,1.7,161.4,13.9,6,10,2023-12-07T07:00:54,2023-12-07T17:25:01,0.82,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-08,25,12,17.6,25,12,17.6,10.9,67.7,0,0,0,,0,0,28.8,11.2,276.9,1015.9,0,1.7,166,14.2,6,10,2023-12-08T07:01:38,2023-12-08T17:25:10,0.85,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-09,24,11,17.3,24,11,17.3,10.2,66.6,0,0,0,,0,0,28.1,13.1,281.5,1016.8,0,1.9,168,14.6,6,10,2023-12-09T07:02:20,2023-12-09T17:25:21,0.88,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-10,22,10,15.8,22,10,15.8,9,66.1,0,0,0,,0,0,33.8,18.4,261.7,1015.1,6.4,1.9,167.6,14.3,6,10,2023-12-10T07:03:02,2023-12-10T17:25:33,0.91,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-11,23,10.6,15.7,23,10.6,15.7,8.4,64.8,0,0,0,,0,0,16.9,9.4,259.6,1015.8,0,3.7,167,14.2,6,10,2023-12-11T07:03:43,2023-12-11T17:25:47,0.95,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-12-12,23,10,16.3,23,10,16.3,10.1,69.8,0,0,0,,0,0,22.3,9.4,132.1,1014.7,0.6,2,161.2,14,6,10,2023-12-12T07:04:24,2023-12-12T17:26:03,0.98,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-13,23,11.8,16.7,23,11.8,16.7,9.5,67.5,0,0,0,,0,0,18,9.4,311.6,1016.6,1.7,1.8,164,14.1,6,10,2023-12-13T07:05:03,2023-12-13T17:26:19,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-14,23,10,15.6,23,10,15.6,7.8,63.5,0,0,0,,0,0,29.5,16.6,254.8,1017.7,39.1,1.9,165.8,14.3,6,10,2023-12-14T07:05:42,2023-12-14T17:26:38,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-15,23,9,15.4,23,8.1,15.3,8,64.1,0,0,0,,0,0,17.3,8.1,264.2,1018.7,29.1,2.8,165,14.1,6,10,2023-12-15T07:06:20,2023-12-15T17:26:58,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-12-16,22.4,9.6,15.3,22.4,9.6,15.3,7.3,63.5,0,0,0,,0,0,24.5,9.4,310.5,1017.5,27.7,7.7,162.3,14.1,6,10,2023-12-16T07:06:57,2023-12-16T17:27:19,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-12-17,23,10,16.1,23,10,16.1,7.9,62.3,0,0,0,,0,0,27,11.2,304.2,1018.4,0,2.1,163.2,14.1,6,10,2023-12-17T07:07:33,2023-12-17T17:27:42,0.15,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-18,20.6,10,14.7,20.6,10,14.7,8.9,70.5,0,0,0,,0,0,35.6,18.4,263.7,1020.3,0,1.9,166.4,14.4,6,10,2023-12-18T07:08:08,2023-12-18T17:28:06,0.19,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-19,22,8,14.6,22,6.8,14.5,6.9,64,0,0,0,,0,0,31.3,18.4,266.4,1020.3,6.5,2,169.1,14.5,7,10,2023-12-19T07:08:41,2023-12-19T17:28:32,0.22,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-20,21,9,14.5,21,7.9,14.5,7.9,66.7,0,0,0,,0,0,24.1,13,264.4,1019.8,37.5,2.1,160.3,13.7,6,10,2023-12-20T07:09:14,2023-12-20T17:28:59,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-21,22,8,14.5,22,7.4,14.5,9.4,74.1,0,0,0,,0,0,23.8,11.2,261.5,1018,41.5,1.5,157.7,13.7,6,10,2023-12-21T07:09:46,2023-12-21T17:29:27,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-22,21,8,14.5,21,8,14.5,9.6,74.5,0,0,0,,0,0,14.4,13,274.4,1017.8,14.5,0.9,164.3,14.2,6,10,2023-12-22T07:10:16,2023-12-22T17:29:57,0.33,Clear,Clear conditions throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-23,23,12.7,16.4,23,12.7,16.4,10.9,72.5,0.1,100,4.17,rain,0,0,22,11.2,109.8,1019.5,35.3,2.3,158.9,13.6,6,10,2023-12-23T07:10:45,2023-12-23T17:30:28,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-12-24,23,10,16.3,23,10,16.3,11.5,76.1,0,0,0,,0,0,14.8,9.4,307.9,1021.4,11.4,1,162.4,13.9,6,10,2023-12-24T07:11:14,2023-12-24T17:31:00,0.4,Clear,Clear conditions throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-25,22,11,14.8,22,11,14.8,11.3,81.7,0,0,0,,0,0,22.3,11.2,257.1,1019.7,27.8,0.9,163.8,14.2,6,10,2023-12-25T07:11:40,2023-12-25T17:31:33,0.44,Partially cloudy,Clearing in the afternoon.,fog,"VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-26,21,8,14.1,21,7.4,14.1,11.1,84.9,0,0,0,,0,0,16.6,9.4,278.9,1019.2,33.6,1.7,159.6,13.7,6,10,2023-12-26T07:12:06,2023-12-26T17:32:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
"Gurugram, Haryana, India",2023-12-27,16.8,11,12.9,16.8,11,12.9,11.6,92.2,0,0,0,,0,0,19.8,9.4,255.4,1020.6,59.6,0.4,164.8,14.2,6,10,2023-12-27T07:12:30,2023-12-27T17:32:43,0.5,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-28,18,10,12.7,18,10,12.7,11.2,91.4,0,0,0,,0,0,18.7,9.4,265.5,1019.4,56.1,0.6,150,12.8,6,10,2023-12-28T07:12:53,2023-12-28T17:33:19,0.54,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-29,18,12,13.7,18,12,13.7,12.7,93.7,0,0,0,,0,0,16.6,9.4,154.3,1020.1,59.3,0.5,94.8,8.1,4,10,2023-12-29T07:13:14,2023-12-29T17:33:57,0.57,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-30,18.9,13,14.6,18.9,13,14.6,12.8,89.6,0,0,0,,0,0,13.7,9.4,29.8,1018.8,40,1,108.8,9.3,4,10,2023-12-30T07:13:34,2023-12-30T17:34:36,0.6,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42181099999"
"Gurugram, Haryana, India",2023-12-31,16,11.9,13.3,16,11.9,13.3,11,86,0,0,0,,0,0,16.6,9.4,67.4,1018.8,41.8,1,132,11.3,5,10,2023-12-31T07:13:53,2023-12-31T17:35:15,0.64,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42181099999"
